sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,23.0,0.0,4.0,1.0,0.0,2.0,1.0,6.0,0.0,921.0,0.0
0.0,33.0,0.0,7.0,0.0,0.0,5.0,1.0,5.0,186.0,916.0,0.0
1.0,,1.0,3.0,0.0,0.0,1.0,1.0,6.0,0.0,32.0,1.0
1.0,59.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1052.0,0.0
1.0,26.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,13.0,1.0
1.0,38.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,736.0,0.0
1.0,19.0,1.0,9.0,3.0,2.0,5.0,31.0,9.0,0.0,130.0,0.0
1.0,28.0,0.0,8.0,0.0,0.0,2.0,1.0,6.0,2.0,858.0,0.0
1.0,,0.0,5.0,0.0,0.0,2.0,1.0,4.0,58.0,143.0,0.0
1.0,21.0,0.0,5.0,0.0,2.0,1.0,1.0,5.0,0.0,10.0,0.0
