sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,20.0,1.0,3.0,0.0,0.0,1.0,435.0,6.0,0.0,39.0,0.0
1.0,28.0,0.0,10.0,0.0,0.0,1.0,39.0,10.0,0.0,1064.0,0.0
1.0,29.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,481.0,1.0
1.0,25.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,1.0,120.0,0.0
1.0,,0.0,8.0,0.0,0.0,2.0,1.0,7.0,32.0,238.0,1.0
1.0,30.0,0.0,9.0,0.0,0.0,3.0,39.0,5.0,0.0,547.0,1.0
1.0,55.0,0.0,4.0,0.0,0.0,5.0,1.0,3.0,300.0,1181.0,0.0
1.0,26.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1077.0,0.0
0.0,52.0,0.0,1.0,0.0,0.0,6.0,13.0,1.0,0.0,678.0,0.0
1.0,52.0,0.0,8.0,0.0,0.0,16.0,1.0,5.0,0.0,551.0,1.0
