sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,,0.0,8.0,0.0,0.0,0.0,1.0,8.0,0.0,326.0,1.0
1.0,,0.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,140.0,1.0
1.0,57.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,798.0,0.0
1.0,51.0,0.0,6.0,0.0,0.0,8.0,1.0,7.0,0.0,39.0,1.0
1.0,27.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,3.0,58.0,1.0
1.0,26.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,771.0,0.0
1.0,23.0,0.0,8.0,0.0,0.0,3.0,1.0,5.0,35.0,69.0,1.0
1.0,35.0,0.0,8.0,1.0,0.0,14.0,1.0,5.0,0.0,572.0,1.0
0.0,41.0,0.0,1.0,0.0,0.0,1.0,700.0,1.0,0.0,1072.0,0.0
1.0,37.0,0.0,6.0,0.0,0.0,5.0,29.0,4.0,0.0,1136.0,0.0
