sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,52.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,362.0,1.0
0.0,22.0,0.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,186.0,1.0
1.0,54.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,858.0,0.0
1.0,50.0,0.0,6.0,0.0,0.0,2.0,1760.0,5.0,31.0,934.0,0.0
1.0,20.0,0.0,5.0,0.0,4.0,2.0,1.0,7.0,0.0,97.0,1.0
1.0,25.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,915.0,0.0
0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1145.0,0.0
1.0,,0.0,10.0,0.0,1.0,1.0,555.0,6.0,0.0,123.0,1.0
1.0,,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,1141.0,0.0
1.0,38.0,1.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,228.0,1.0
