sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,5.0,0.0,1.0,1.0,1.0,5.0,0.0,149.0,1.0
1.0,,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,753.0,0.0
1.0,20.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,2.0,80.0,0.0
1.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35.0,1152.0,0.0
1.0,,0.0,10.0,0.0,0.0,0.0,1.0,7.0,1.0,1070.0,0.0
1.0,37.0,0.0,2.0,0.0,0.0,3.0,14.0,1.0,0.0,1037.0,0.0
1.0,47.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,765.0,0.0
1.0,34.0,0.0,6.0,0.0,0.0,4.0,1.0,2.0,0.0,42.0,1.0
1.0,56.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,941.0,0.0
1.0,34.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,31.0,164.0,1.0
