sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,,0.0,8.0,0.0,0.0,1.0,1.0,3.0,384.0,1185.0,0.0
1.0,21.0,0.0,8.0,0.0,0.0,1.0,8.0,8.0,0.0,37.0,0.0
1.0,,3.0,10.0,0.0,0.0,6.0,1.0,6.0,30.0,175.0,1.0
0.0,23.0,0.0,9.0,0.0,0.0,1.0,1.0,8.0,0.0,1079.0,0.0
1.0,30.0,1.0,10.0,0.0,2.0,15.0,1.0,8.0,1.0,19.0,1.0
1.0,42.0,0.0,1.0,0.0,0.0,1.0,13.0,1.0,0.0,1019.0,0.0
1.0,64.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,307.0,1175.0,0.0
0.0,21.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,110.0,1.0
1.0,36.0,0.0,3.0,0.0,0.0,5.0,795.0,2.0,0.0,17.0,0.0
0.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,945.0,0.0
