sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,53.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,86.0,1.0
1.0,22.0,0.0,7.0,0.0,3.0,0.0,1507.0,10.0,0.0,1097.0,0.0
0.0,32.0,0.0,2.0,0.0,0.0,1.0,11.0,2.0,0.0,731.0,0.0
1.0,,0.0,7.0,0.0,0.0,9.0,1.0,5.0,0.0,146.0,0.0
0.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1129.0,0.0
1.0,23.0,0.0,10.0,0.0,0.0,4.0,1.0,9.0,0.0,73.0,1.0
1.0,71.0,0.0,1.0,0.0,0.0,1.0,28.0,1.0,0.0,1011.0,0.0
0.0,61.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1163.0,0.0
0.0,22.0,0.0,5.0,0.0,0.0,2.0,22.0,5.0,0.0,280.0,0.0
1.0,29.0,0.0,2.0,0.0,0.0,1.0,1466.0,2.0,0.0,81.0,1.0
