sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,4.0,83.0,1.0
1.0,22.0,0.0,9.0,0.0,0.0,2.0,1.0,8.0,54.0,126.0,0.0
1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,816.0,0.0
1.0,,0.0,8.0,1.0,0.0,1.0,0.0,10.0,0.0,99.0,0.0
0.0,27.0,0.0,6.0,0.0,0.0,5.0,1.0,4.0,0.0,392.0,1.0
1.0,36.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,805.0,0.0
1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,860.0,0.0
1.0,56.0,0.0,4.0,0.0,0.0,17.0,53.0,4.0,0.0,41.0,1.0
1.0,36.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,929.0,0.0
1.0,38.0,0.0,7.0,0.0,0.0,5.0,0.0,7.0,0.0,1117.0,0.0
