sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,34.0,0.0,5.0,0.0,0.0,13.0,91.0,4.0,0.0,960.0,0.0
1.0,22.0,0.0,4.0,1.0,0.0,8.0,1.0,6.0,38.0,42.0,0.0
1.0,25.0,0.0,9.0,0.0,0.0,3.0,5.0,7.0,0.0,7.0,1.0
1.0,27.0,0.0,5.0,2.0,1.0,13.0,39.0,5.0,0.0,67.0,0.0
1.0,,0.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,1122.0,0.0
1.0,34.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,237.0,0.0
1.0,54.0,0.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,141.0,1.0
1.0,51.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,335.0,0.0
0.0,36.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,198.0,1.0
1.0,20.0,0.0,10.0,1.0,0.0,2.0,1.0,8.0,51.0,180.0,1.0
