sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,23.0,0.0,9.0,0.0,2.0,2.0,0.0,9.0,0.0,292.0,1.0
0.0,37.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,292.0,1.0
1.0,35.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,1178.0,0.0
1.0,21.0,0.0,6.0,0.0,1.0,1.0,1.0,7.0,48.0,376.0,1.0
1.0,45.0,0.0,9.0,0.0,0.0,1.0,70.0,8.0,0.0,779.0,0.0
0.0,22.0,0.0,8.0,1.0,0.0,2.0,1.0,8.0,34.0,48.0,1.0
1.0,29.0,0.0,8.0,0.0,0.0,6.0,1.0,4.0,35.0,39.0,1.0
0.0,30.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,879.0,0.0
1.0,45.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,92.0,186.0,1.0
0.0,24.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,536.0,0.0
