sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,31.0,0.0,8.0,0.0,1.0,2.0,1.0,5.0,0.0,93.0,1.0
1.0,27.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,1118.0,0.0
0.0,26.0,0.0,8.0,0.0,0.0,1.0,2.0,3.0,0.0,77.0,1.0
1.0,57.0,0.0,5.0,0.0,0.0,16.0,1.0,2.0,12.0,90.0,1.0
1.0,55.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1136.0,0.0
0.0,36.0,0.0,6.0,0.0,0.0,7.0,1.0,2.0,6.0,13.0,1.0
1.0,45.0,0.0,6.0,0.0,0.0,6.0,285.0,4.0,0.0,630.0,0.0
1.0,30.0,0.0,9.0,0.0,0.0,18.0,1.0,10.0,1.0,4.0,1.0
1.0,34.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,32.0,134.0,1.0
1.0,24.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,91.0,0.0
