sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,1078.0,0.0
1.0,34.0,0.0,9.0,0.0,0.0,0.0,1.0,8.0,1.0,150.0,1.0
1.0,30.0,0.0,7.0,0.0,0.0,4.0,184.0,5.0,0.0,163.0,0.0
1.0,25.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,786.0,0.0
1.0,26.0,0.0,5.0,1.0,0.0,5.0,1.0,4.0,0.0,1063.0,0.0
1.0,25.0,0.0,4.0,0.0,0.0,1.0,18.0,4.0,0.0,19.0,1.0
1.0,60.0,0.0,8.0,0.0,0.0,9.0,1.0,1.0,0.0,766.0,0.0
1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,1.0
1.0,30.0,0.0,9.0,0.0,0.0,12.0,1.0,3.0,0.0,29.0,1.0
1.0,21.0,0.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,991.0,0.0
