sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,30.0,0.0,7.0,0.0,0.0,1.0,548.0,5.0,0.0,212.0,1.0
1.0,35.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,947.0,0.0
1.0,23.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,280.0,1.0
1.0,43.0,0.0,1.0,0.0,0.0,3.0,54.0,1.0,0.0,70.0,1.0
1.0,37.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,921.0,0.0
1.0,25.0,0.0,6.0,0.0,2.0,3.0,811.0,3.0,7.0,580.0,0.0
1.0,33.0,0.0,9.0,0.0,0.0,8.0,165.0,4.0,0.0,245.0,1.0
0.0,27.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1040.0,0.0
1.0,47.0,0.0,1.0,0.0,0.0,2.0,25.0,1.0,0.0,967.0,0.0
1.0,46.0,0.0,6.0,0.0,0.0,12.0,1.0,4.0,2.0,344.0,0.0
