sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,23.0,0.0,2.0,0.0,0.0,1.0,39.0,4.0,0.0,455.0,0.0
0.0,36.0,0.0,6.0,0.0,0.0,3.0,27.0,7.0,0.0,327.0,0.0
0.0,29.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,837.0,0.0
1.0,21.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,272.0,0.0
1.0,20.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,68.0,1.0
1.0,69.0,0.0,6.0,0.0,0.0,3.0,315.0,1.0,0.0,947.0,0.0
1.0,27.0,0.0,8.0,1.0,0.0,11.0,1.0,6.0,4.0,151.0,0.0
1.0,28.0,1.0,8.0,0.0,1.0,11.0,1.0,6.0,0.0,447.0,1.0
1.0,,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,739.0,1.0
1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1136.0,0.0
