sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,60.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,768.0,0.0
1.0,37.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,850.0,1.0
1.0,,0.0,1.0,0.0,0.0,4.0,1.0,2.0,17.0,231.0,1.0
1.0,23.0,0.0,6.0,0.0,0.0,6.0,0.0,7.0,1.0,62.0,1.0
0.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,180.0,1.0
0.0,28.0,0.0,3.0,0.0,0.0,2.0,36.0,2.0,0.0,899.0,0.0
1.0,28.0,0.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,968.0,0.0
1.0,38.0,0.0,5.0,0.0,0.0,12.0,1.0,3.0,0.0,1064.0,0.0
0.0,43.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,24.0,1.0
1.0,42.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,895.0,0.0
