sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,507.0,1.0
1.0,,0.0,3.0,0.0,0.0,1.0,4.0,4.0,0.0,137.0,0.0
1.0,24.0,0.0,5.0,0.0,1.0,1.0,1.0,4.0,0.0,5.0,1.0
1.0,49.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,917.0,0.0
1.0,35.0,0.0,10.0,0.0,0.0,3.0,1120.0,10.0,0.0,607.0,1.0
1.0,23.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,346.0,1.0
1.0,36.0,0.0,3.0,0.0,0.0,4.0,123.0,2.0,0.0,25.0,1.0
1.0,43.0,0.0,5.0,0.0,0.0,5.0,1.0,6.0,0.0,1098.0,0.0
1.0,28.0,0.0,8.0,0.0,0.0,6.0,1.0,3.0,0.0,262.0,1.0
0.0,21.0,1.0,10.0,0.0,0.0,4.0,154.0,9.0,0.0,122.0,1.0
