sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,788.0,0.0
1.0,33.0,0.0,9.0,0.0,0.0,5.0,1019.0,3.0,0.0,98.0,1.0
1.0,25.0,0.0,8.0,0.0,0.0,1.0,1.0,8.0,0.0,348.0,1.0
1.0,36.0,0.0,8.0,2.0,0.0,17.0,1.0,5.0,14.0,167.0,1.0
0.0,,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,394.0,0.0
1.0,31.0,0.0,6.0,0.0,0.0,3.0,1.0,3.0,0.0,768.0,1.0
1.0,46.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1169.0,0.0
0.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,831.0,0.0
1.0,28.0,0.0,7.0,0.0,0.0,4.0,0.0,6.0,6.0,567.0,1.0
1.0,,0.0,7.0,0.0,1.0,12.0,2.0,3.0,0.0,39.0,1.0
