sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,29.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,6.0,707.0,1.0
1.0,28.0,0.0,5.0,0.0,0.0,5.0,23.0,4.0,0.0,123.0,1.0
1.0,37.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,794.0,0.0
1.0,,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,499.0,0.0
1.0,23.0,0.0,6.0,0.0,1.0,3.0,4.0,6.0,0.0,13.0,1.0
0.0,32.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,786.0,0.0
0.0,44.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,57.0,0.0
1.0,41.0,0.0,4.0,0.0,0.0,8.0,1.0,2.0,1.0,1068.0,0.0
1.0,30.0,0.0,2.0,0.0,0.0,3.0,1309.0,2.0,0.0,21.0,0.0
1.0,27.0,0.0,5.0,0.0,0.0,2.0,0.0,6.0,7.0,289.0,1.0
