sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,1177.0,0.0
1.0,22.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,445.0,0.0
0.0,38.0,0.0,9.0,0.0,0.0,20.0,1.0,3.0,1.0,23.0,1.0
1.0,32.0,2.0,10.0,0.0,0.0,26.0,32.0,8.0,0.0,64.0,0.0
1.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,940.0,0.0
1.0,59.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,953.0,0.0
1.0,30.0,0.0,10.0,0.0,0.0,19.0,69.0,3.0,0.0,57.0,0.0
1.0,20.0,0.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,254.0,1.0
1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1067.0,0.0
0.0,44.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0
