sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,46.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,0.0
1.0,56.0,0.0,5.0,0.0,0.0,16.0,1.0,2.0,0.0,431.0,0.0
0.0,39.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,875.0,0.0
1.0,68.0,0.0,1.0,0.0,0.0,4.0,36.0,1.0,10.0,781.0,0.0
0.0,22.0,0.0,9.0,0.0,0.0,5.0,15.0,6.0,0.0,140.0,1.0
1.0,28.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,332.0,1.0
1.0,39.0,0.0,6.0,0.0,0.0,19.0,1.0,1.0,0.0,1.0,0.0
1.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,947.0,0.0
0.0,25.0,0.0,10.0,0.0,0.0,3.0,23.0,8.0,0.0,795.0,0.0
1.0,25.0,0.0,5.0,0.0,1.0,2.0,1.0,4.0,1.0,81.0,0.0
