sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,34.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,91.0,1.0
1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,123.0,1.0
1.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,446.0,1.0
1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,936.0,0.0
1.0,39.0,0.0,3.0,0.0,0.0,5.0,21.0,2.0,0.0,956.0,0.0
1.0,24.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,539.0,0.0
1.0,38.0,1.0,7.0,0.0,0.0,8.0,2.0,6.0,1.0,1153.0,0.0
1.0,52.0,0.0,2.0,0.0,0.0,7.0,23.0,1.0,0.0,851.0,0.0
1.0,56.0,0.0,2.0,0.0,0.0,3.0,27.0,1.0,0.0,270.0,1.0
1.0,46.0,0.0,6.0,0.0,0.0,7.0,0.0,7.0,36.0,341.0,1.0
