sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,49.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,754.0,0.0
0.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0
0.0,36.0,0.0,6.0,0.0,0.0,4.0,10.0,3.0,0.0,174.0,0.0
1.0,,0.0,4.0,0.0,0.0,5.0,0.0,2.0,30.0,877.0,0.0
1.0,36.0,0.0,4.0,0.0,0.0,9.0,1.0,2.0,57.0,1133.0,0.0
1.0,57.0,0.0,4.0,0.0,0.0,14.0,29.0,2.0,0.0,141.0,1.0
1.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1124.0,0.0
1.0,34.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,490.0,1.0
1.0,24.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,32.0,179.0,0.0
1.0,67.0,0.0,2.0,0.0,0.0,2.0,244.0,1.0,0.0,815.0,0.0
