sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,29.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1131.0,0.0
0.0,29.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,334.0,1.0
1.0,33.0,0.0,3.0,0.0,0.0,2.0,14.0,4.0,0.0,36.0,0.0
1.0,,0.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,925.0,0.0
1.0,28.0,0.0,3.0,0.0,0.0,2.0,75.0,3.0,0.0,883.0,1.0
1.0,35.0,0.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,90.0,1.0
1.0,29.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,326.0,1.0
1.0,30.0,0.0,7.0,1.0,0.0,14.0,1.0,7.0,5.0,81.0,0.0
0.0,44.0,0.0,2.0,0.0,0.0,1.0,45.0,2.0,0.0,921.0,0.0
1.0,27.0,0.0,10.0,0.0,0.0,2.0,1.0,5.0,0.0,62.0,1.0
