sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,21.0,0.0,9.0,0.0,0.0,1.0,153.0,9.0,0.0,34.0,1.0
1.0,26.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,949.0,0.0
1.0,23.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,7.0,284.0,0.0
1.0,39.0,0.0,1.0,0.0,0.0,3.0,45.0,1.0,0.0,900.0,0.0
1.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1055.0,0.0
1.0,34.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1040.0,0.0
1.0,32.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1090.0,0.0
0.0,50.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,30.0,1.0
1.0,27.0,0.0,5.0,0.0,0.0,1.0,1.0,3.0,0.0,326.0,0.0
0.0,26.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,805.0,0.0
