sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,971.0,0.0
0.0,21.0,0.0,6.0,1.0,0.0,1.0,1.0,9.0,0.0,131.0,1.0
1.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,921.0,0.0
1.0,27.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,37.0,348.0,0.0
1.0,24.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,31.0,1098.0,0.0
0.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,793.0,0.0
1.0,29.0,0.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,389.0,1.0
1.0,33.0,0.0,2.0,0.0,0.0,3.0,391.0,2.0,0.0,933.0,0.0
1.0,21.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,94.0,0.0
0.0,31.0,0.0,10.0,0.0,2.0,14.0,1.0,5.0,1.0,971.0,0.0
