sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,34.0,0.0,8.0,0.0,0.0,13.0,1.0,3.0,18.0,65.0,1.0
1.0,37.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,486.0,1.0
0.0,,0.0,7.0,0.0,0.0,0.0,2.0,5.0,4.0,202.0,1.0
1.0,43.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,917.0,0.0
1.0,27.0,0.0,10.0,5.0,1.0,27.0,0.0,9.0,0.0,79.0,0.0
1.0,26.0,0.0,6.0,0.0,0.0,7.0,1.0,6.0,0.0,516.0,0.0
0.0,42.0,0.0,6.0,0.0,0.0,4.0,63.0,3.0,0.0,5.0,0.0
1.0,27.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,939.0,0.0
1.0,41.0,0.0,5.0,0.0,0.0,1.0,0.0,7.0,62.0,854.0,0.0
1.0,21.0,0.0,9.0,1.0,0.0,2.0,25.0,7.0,0.0,338.0,1.0
