sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1180.0,0.0
1.0,27.0,0.0,7.0,0.0,0.0,8.0,1.0,8.0,48.0,279.0,1.0
1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1054.0,0.0
1.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,338.0,1.0
1.0,,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,857.0,0.0
1.0,28.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,394.0,1.0
0.0,31.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,10.0,29.0,1.0
1.0,26.0,0.0,4.0,0.0,0.0,9.0,0.0,3.0,1.0,143.0,1.0
1.0,53.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,7.0,130.0,1.0
1.0,26.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,22.0,225.0,1.0
