sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,56.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,912.0,0.0
1.0,23.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,281.0,1.0
1.0,20.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,110.0,1.0
1.0,37.0,0.0,2.0,1.0,0.0,4.0,169.0,2.0,0.0,913.0,1.0
1.0,23.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,734.0,0.0
1.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,2.0,39.0,0.0
0.0,21.0,1.0,7.0,2.0,2.0,3.0,285.0,8.0,0.0,539.0,0.0
0.0,35.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,13.0,938.0,0.0
1.0,33.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1098.0,0.0
1.0,21.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,3.0,843.0,0.0
