sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,83.0,499.0,1.0
1.0,57.0,0.0,2.0,0.0,0.0,6.0,24.0,2.0,0.0,919.0,0.0
0.0,31.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,837.0,0.0
1.0,57.0,0.0,6.0,0.0,0.0,19.0,1.0,1.0,2.0,326.0,0.0
1.0,57.0,0.0,5.0,0.0,0.0,12.0,1.0,1.0,3.0,210.0,0.0
1.0,29.0,0.0,7.0,0.0,0.0,6.0,1.0,4.0,0.0,512.0,1.0
1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,635.0,0.0
1.0,45.0,0.0,3.0,0.0,0.0,11.0,1.0,3.0,0.0,838.0,0.0
1.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,838.0,0.0
1.0,48.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,1052.0,0.0
