sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,31.0,0.0,5.0,1.0,3.0,10.0,1.0,3.0,0.0,258.0,1.0
1.0,22.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,926.0,0.0
0.0,54.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,20.0,298.0,1.0
1.0,50.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,451.0,1.0
0.0,,0.0,2.0,0.0,0.0,5.0,182.0,1.0,0.0,1162.0,0.0
1.0,37.0,2.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,892.0,0.0
0.0,21.0,0.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,244.0,1.0
1.0,23.0,0.0,7.0,0.0,0.0,6.0,1.0,7.0,4.0,509.0,0.0
1.0,30.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,288.0,1.0
1.0,53.0,0.0,1.0,0.0,0.0,2.0,32.0,1.0,0.0,385.0,0.0
