sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,22.0,0.0,6.0,0.0,0.0,3.0,1.0,5.0,2.0,17.0,0.0
1.0,,0.0,5.0,0.0,0.0,0.0,1.0,6.0,2.0,367.0,0.0
1.0,42.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,898.0,0.0
1.0,34.0,0.0,2.0,0.0,0.0,0.0,1774.0,2.0,0.0,107.0,1.0
1.0,30.0,0.0,10.0,3.0,0.0,18.0,1.0,8.0,17.0,561.0,0.0
1.0,29.0,0.0,9.0,0.0,0.0,1.0,1.0,7.0,289.0,1178.0,0.0
1.0,38.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,48.0,85.0,1.0
1.0,26.0,0.0,4.0,0.0,1.0,3.0,4.0,4.0,0.0,105.0,0.0
0.0,25.0,0.0,6.0,0.0,0.0,4.0,107.0,5.0,0.0,213.0,1.0
1.0,51.0,0.0,7.0,0.0,0.0,5.0,523.0,5.0,5.0,1134.0,0.0
