sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,29.0,0.0,8.0,0.0,1.0,11.0,1.0,6.0,48.0,50.0,1.0
1.0,31.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,831.0,0.0
1.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,914.0,0.0
1.0,30.0,0.0,8.0,0.0,0.0,14.0,0.0,3.0,63.0,241.0,1.0
1.0,21.0,0.0,4.0,0.0,0.0,2.0,1.0,6.0,77.0,129.0,0.0
1.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,914.0,0.0
1.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,823.0,0.0
1.0,30.0,0.0,5.0,0.0,0.0,6.0,1.0,3.0,0.0,20.0,1.0
1.0,31.0,0.0,8.0,0.0,0.0,9.0,0.0,6.0,1.0,108.0,1.0
0.0,21.0,0.0,6.0,1.0,0.0,2.0,12.0,7.0,0.0,859.0,1.0
