sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,50.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,156.0,1.0
0.0,,0.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,906.0,0.0
0.0,,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,930.0,0.0
0.0,21.0,0.0,9.0,1.0,0.0,2.0,1.0,6.0,0.0,894.0,0.0
1.0,20.0,0.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,779.0,0.0
1.0,54.0,0.0,5.0,0.0,0.0,12.0,0.0,2.0,118.0,152.0,1.0
0.0,27.0,0.0,6.0,0.0,0.0,2.0,1.0,4.0,3.0,260.0,1.0
1.0,45.0,0.0,5.0,0.0,0.0,5.0,4.0,3.0,0.0,123.0,0.0
1.0,34.0,3.0,7.0,1.0,0.0,13.0,1.0,2.0,0.0,579.0,1.0
0.0,55.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,741.0,0.0
