sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,32.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,0.0,565.0,1.0
1.0,21.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,295.0,1.0
1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1135.0,0.0
1.0,,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,66.0,0.0
1.0,32.0,1.0,10.0,1.0,0.0,20.0,0.0,7.0,1.0,1186.0,0.0
1.0,35.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1072.0,0.0
1.0,,0.0,7.0,0.0,0.0,14.0,1.0,6.0,1.0,41.0,1.0
1.0,24.0,0.0,10.0,0.0,1.0,9.0,23.0,8.0,0.0,37.0,1.0
1.0,22.0,1.0,10.0,0.0,4.0,6.0,251.0,10.0,0.0,136.0,1.0
1.0,21.0,0.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,116.0,1.0
