sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,77.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,956.0,0.0
1.0,61.0,0.0,6.0,0.0,0.0,4.0,1.0,5.0,118.0,896.0,0.0
0.0,41.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,861.0,0.0
0.0,24.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,862.0,0.0
0.0,34.0,0.0,3.0,0.0,0.0,5.0,1.0,3.0,0.0,256.0,0.0
1.0,34.0,0.0,2.0,0.0,0.0,3.0,11.0,1.0,0.0,47.0,1.0
1.0,27.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,259.0,0.0
1.0,25.0,0.0,7.0,0.0,2.0,6.0,1.0,5.0,0.0,244.0,1.0
1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1123.0,0.0
1.0,,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1137.0,0.0
