sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,8.0,0.0,0.0,7.0,0.0,4.0,0.0,462.0,1.0
1.0,,0.0,5.0,0.0,0.0,10.0,5.0,4.0,0.0,54.0,1.0
1.0,50.0,0.0,7.0,0.0,0.0,5.0,8.0,1.0,0.0,915.0,1.0
1.0,,0.0,7.0,0.0,0.0,4.0,1.0,7.0,74.0,125.0,0.0
1.0,34.0,0.0,7.0,0.0,0.0,1.0,1.0,2.0,0.0,502.0,0.0
0.0,35.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,743.0,0.0
0.0,31.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,258.0,1.0
1.0,23.0,0.0,7.0,0.0,1.0,10.0,0.0,6.0,69.0,854.0,1.0
1.0,22.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,32.0,485.0,1.0
1.0,37.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,118.0,1.0
