sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,25.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,803.0,0.0
1.0,,0.0,3.0,0.0,0.0,5.0,4984.0,3.0,0.0,974.0,0.0
1.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,99.0,1.0
1.0,57.0,0.0,1.0,0.0,0.0,2.0,11.0,1.0,0.0,36.0,0.0
1.0,55.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,844.0,0.0
1.0,59.0,0.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,194.0,1.0
0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,738.0,0.0
1.0,20.0,2.0,8.0,0.0,0.0,2.0,21.0,9.0,0.0,275.0,0.0
1.0,58.0,0.0,9.0,0.0,0.0,16.0,47.0,9.0,0.0,466.0,0.0
1.0,21.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,28.0,1077.0,0.0
