sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,799.0,0.0
1.0,20.0,0.0,10.0,0.0,1.0,0.0,0.0,9.0,0.0,21.0,0.0
1.0,37.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,6.0,231.0,1.0
0.0,34.0,0.0,1.0,0.0,0.0,1.0,21.0,2.0,0.0,1004.0,0.0
0.0,41.0,0.0,6.0,0.0,0.0,2.0,27.0,5.0,0.0,74.0,1.0
1.0,21.0,0.0,6.0,0.0,0.0,1.0,1.0,6.0,0.0,459.0,1.0
1.0,,0.0,3.0,0.0,0.0,3.0,1.0,4.0,8.0,47.0,0.0
1.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,1.0,1160.0,0.0
1.0,42.0,0.0,4.0,0.0,0.0,8.0,1.0,4.0,0.0,48.0,0.0
0.0,23.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,492.0,1.0
