sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,42.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0
1.0,24.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,2.0,239.0,1.0
1.0,46.0,0.0,2.0,0.0,0.0,4.0,5.0,1.0,0.0,1115.0,0.0
1.0,38.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,785.0,0.0
1.0,39.0,0.0,1.0,0.0,0.0,2.0,114.0,2.0,0.0,131.0,1.0
0.0,32.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,58.0,1.0
1.0,26.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,790.0,0.0
1.0,54.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0,1.0
1.0,27.0,0.0,3.0,0.0,0.0,2.0,10.0,2.0,0.0,962.0,0.0
1.0,,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,917.0,0.0
