sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,1.0,205.0,1.0
1.0,,0.0,2.0,0.0,0.0,2.0,1.0,1.0,10.0,937.0,0.0
1.0,44.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,949.0,0.0
1.0,30.0,0.0,2.0,0.0,0.0,1.0,18.0,2.0,0.0,960.0,0.0
0.0,25.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0,744.0,0.0
0.0,20.0,0.0,8.0,0.0,0.0,4.0,1.0,6.0,2.0,216.0,1.0
1.0,28.0,0.0,7.0,0.0,0.0,3.0,1.0,7.0,36.0,85.0,1.0
1.0,39.0,0.0,4.0,0.0,0.0,3.0,40.0,2.0,0.0,769.0,0.0
1.0,,0.0,6.0,0.0,0.0,1.0,13.0,4.0,0.0,564.0,0.0
1.0,,0.0,8.0,0.0,0.0,1.0,1.0,5.0,0.0,160.0,1.0
