sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,39.0,0.0,5.0,0.0,0.0,6.0,1.0,1.0,25.0,789.0,0.0
1.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0,239.0,0.0
1.0,31.0,0.0,9.0,0.0,0.0,19.0,1.0,9.0,0.0,30.0,0.0
0.0,25.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,430.0,1.0
1.0,26.0,0.0,6.0,0.0,0.0,6.0,1.0,6.0,1.0,953.0,0.0
1.0,25.0,0.0,9.0,0.0,1.0,2.0,1.0,8.0,273.0,514.0,0.0
1.0,37.0,0.0,8.0,0.0,0.0,11.0,0.0,2.0,1.0,161.0,1.0
1.0,36.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,345.0,0.0
1.0,26.0,0.0,6.0,0.0,0.0,1.0,1.0,7.0,1.0,137.0,1.0
1.0,21.0,0.0,2.0,2.0,0.0,3.0,1.0,4.0,0.0,9.0,0.0
