sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,49.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1143.0,0.0
1.0,32.0,0.0,4.0,0.0,0.0,9.0,60.0,3.0,0.0,914.0,0.0
1.0,30.0,0.0,4.0,0.0,0.0,10.0,0.0,5.0,2.0,54.0,1.0
1.0,52.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1171.0,0.0
0.0,27.0,0.0,10.0,0.0,0.0,1.0,1056.0,9.0,0.0,769.0,0.0
1.0,34.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,1.0,809.0,0.0
1.0,55.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,3.0,29.0,1.0
1.0,37.0,0.0,6.0,0.0,0.0,6.0,552.0,5.0,0.0,938.0,0.0
1.0,33.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,1137.0,0.0
1.0,22.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,469.0,1.0
