sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,6.0,0.0,0.0,11.0,118.0,2.0,0.0,175.0,1.0
1.0,54.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,1.0
1.0,54.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1072.0,0.0
1.0,26.0,0.0,9.0,0.0,0.0,15.0,1.0,6.0,42.0,800.0,0.0
1.0,23.0,0.0,9.0,1.0,1.0,8.0,0.0,6.0,0.0,3.0,1.0
1.0,27.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,287.0,0.0
1.0,39.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,18.0,868.0,0.0
1.0,35.0,0.0,7.0,0.0,0.0,13.0,1.0,3.0,3.0,877.0,0.0
1.0,29.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,365.0,1.0
1.0,30.0,1.0,4.0,0.0,0.0,9.0,1.0,4.0,0.0,140.0,1.0
