sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,36.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1119.0,0.0
1.0,28.0,0.0,2.0,0.0,0.0,2.0,52.0,3.0,0.0,32.0,1.0
1.0,63.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,782.0,0.0
1.0,24.0,0.0,6.0,0.0,0.0,11.0,32.0,4.0,0.0,224.0,0.0
0.0,69.0,0.0,3.0,0.0,0.0,5.0,3.0,1.0,0.0,182.0,0.0
1.0,41.0,1.0,6.0,0.0,0.0,18.0,0.0,8.0,299.0,388.0,1.0
1.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1087.0,0.0
0.0,29.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,818.0,0.0
0.0,52.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,838.0,0.0
1.0,23.0,0.0,10.0,0.0,0.0,1.0,1.0,9.0,1.0,61.0,1.0
