sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,61.0,0.0,6.0,0.0,0.0,8.0,11.0,3.0,0.0,1116.0,0.0
1.0,43.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1093.0,0.0
1.0,,0.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,902.0,0.0
1.0,,0.0,2.0,3.0,0.0,7.0,1.0,2.0,4.0,613.0,0.0
0.0,57.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,857.0,0.0
0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1127.0,0.0
1.0,33.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,151.0,177.0,0.0
1.0,30.0,0.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,66.0,1.0
1.0,29.0,0.0,10.0,0.0,0.0,1.0,61.0,10.0,10.0,12.0,0.0
0.0,21.0,0.0,8.0,0.0,0.0,1.0,138.0,9.0,0.0,132.0,0.0
