sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,36.0,0.0,8.0,0.0,0.0,4.0,1.0,5.0,0.0,1100.0,0.0
1.0,38.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,28.0,717.0,0.0
1.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,379.0,1.0
1.0,54.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,892.0,0.0
1.0,24.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,11.0,1166.0,0.0
0.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,369.0,1.0
0.0,23.0,0.0,7.0,0.0,0.0,2.0,1.0,7.0,0.0,299.0,1.0
1.0,64.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,884.0,0.0
1.0,38.0,0.0,5.0,0.0,0.0,5.0,18.0,2.0,0.0,38.0,0.0
0.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,956.0,0.0
