sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,29.0,0.0,4.0,0.0,0.0,7.0,1.0,5.0,0.0,108.0,1.0
0.0,22.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,1058.0,0.0
1.0,32.0,0.0,1.0,0.0,0.0,1.0,47.0,2.0,0.0,1122.0,0.0
1.0,39.0,0.0,4.0,0.0,0.0,8.0,1.0,2.0,39.0,1085.0,0.0
1.0,,0.0,6.0,0.0,0.0,9.0,1.0,3.0,0.0,771.0,0.0
1.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,14.0,195.0,0.0
1.0,27.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,83.0,0.0
1.0,,0.0,10.0,0.0,0.0,5.0,28.0,5.0,0.0,74.0,1.0
0.0,34.0,0.0,9.0,0.0,0.0,10.0,77.0,5.0,0.0,22.0,0.0
1.0,47.0,0.0,9.0,0.0,0.0,21.0,124.0,4.0,0.0,217.0,0.0
