sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,52.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1103.0,0.0
1.0,,0.0,8.0,0.0,0.0,12.0,1.0,5.0,31.0,341.0,1.0
1.0,28.0,0.0,9.0,0.0,0.0,5.0,0.0,6.0,51.0,951.0,1.0
1.0,33.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,831.0,0.0
0.0,28.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1092.0,0.0
1.0,47.0,0.0,10.0,0.0,0.0,5.0,312.0,6.0,0.0,363.0,1.0
1.0,36.0,0.0,7.0,0.0,0.0,14.0,1.0,3.0,0.0,19.0,1.0
1.0,29.0,1.0,5.0,0.0,0.0,2.0,1.0,5.0,1.0,1092.0,0.0
1.0,22.0,0.0,9.0,0.0,1.0,0.0,0.0,7.0,21.0,363.0,0.0
1.0,26.0,0.0,7.0,0.0,2.0,6.0,35.0,7.0,0.0,272.0,0.0
