sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,242.0,0.0
1.0,26.0,0.0,7.0,0.0,0.0,7.0,19.0,6.0,0.0,247.0,0.0
0.0,27.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,628.0,1.0
1.0,35.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,973.0,0.0
1.0,27.0,0.0,2.0,0.0,0.0,3.0,365.0,4.0,0.0,761.0,0.0
1.0,37.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,540.0,1.0
0.0,31.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0,61.0,74.0,0.0
1.0,,1.0,8.0,0.0,0.0,26.0,1.0,4.0,0.0,141.0,1.0
0.0,32.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,881.0,0.0
1.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1096.0,0.0
