sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,867.0,0.0
1.0,,0.0,3.0,0.0,0.0,1.0,0.0,1.0,19.0,76.0,1.0
1.0,59.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,13.0,1107.0,0.0
1.0,32.0,0.0,5.0,0.0,0.0,6.0,30.0,4.0,0.0,861.0,0.0
1.0,24.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,387.0,1.0
1.0,40.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,816.0,0.0
1.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1154.0,0.0
0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1047.0,0.0
1.0,27.0,0.0,10.0,0.0,1.0,9.0,0.0,5.0,0.0,28.0,1.0
0.0,40.0,0.0,1.0,0.0,0.0,1.0,93.0,1.0,0.0,1144.0,0.0
