sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,741.0,0.0
1.0,39.0,0.0,1.0,0.0,0.0,8.0,56.0,3.0,0.0,1107.0,0.0
1.0,29.0,0.0,10.0,0.0,0.0,12.0,1.0,7.0,5.0,38.0,0.0
1.0,41.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,850.0,0.0
1.0,29.0,0.0,10.0,0.0,1.0,11.0,1.0,7.0,0.0,705.0,1.0
0.0,25.0,0.0,7.0,0.0,0.0,5.0,1.0,3.0,0.0,35.0,0.0
1.0,23.0,1.0,7.0,0.0,0.0,2.0,1.0,5.0,17.0,753.0,0.0
0.0,46.0,0.0,8.0,0.0,0.0,1.0,245.0,3.0,0.0,30.0,1.0
1.0,30.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,863.0,0.0
1.0,,0.0,6.0,0.0,0.0,1.0,1.0,4.0,2.0,1071.0,0.0
