sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,8.0,1.0,0.0,10.0,0.0,7.0,0.0,7.0,1.0
1.0,40.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1144.0,0.0
0.0,60.0,0.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,33.0,1.0
1.0,53.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,742.0,0.0
1.0,26.0,0.0,6.0,1.0,0.0,8.0,52.0,6.0,0.0,840.0,0.0
1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,789.0,0.0
1.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,781.0,0.0
0.0,46.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,19.0,148.0,0.0
1.0,23.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,425.0,1.0
1.0,,0.0,1.0,0.0,0.0,5.0,28.0,2.0,0.0,128.0,1.0
