sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,28.0,0.0,8.0,0.0,0.0,8.0,1.0,7.0,20.0,113.0,1.0
1.0,67.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,9.0,1.0
0.0,22.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,1.0,1155.0,0.0
1.0,37.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1075.0,0.0
1.0,23.0,0.0,8.0,0.0,0.0,2.0,1.0,8.0,1.0,154.0,1.0
0.0,49.0,0.0,7.0,0.0,0.0,14.0,1.0,3.0,121.0,174.0,1.0
1.0,32.0,0.0,7.0,0.0,0.0,9.0,0.0,4.0,5.0,15.0,1.0
1.0,,0.0,6.0,0.0,0.0,9.0,1.0,2.0,32.0,1175.0,0.0
1.0,25.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,1096.0,0.0
0.0,57.0,0.0,1.0,0.0,0.0,3.0,475.0,1.0,0.0,952.0,0.0
