sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,33.0,0.0,7.0,0.0,0.0,5.0,1.0,4.0,1.0,6.0,0.0
1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,855.0,0.0
1.0,52.0,0.0,3.0,0.0,0.0,23.0,220.0,1.0,0.0,474.0,0.0
1.0,26.0,0.0,5.0,0.0,0.0,1.0,31.0,5.0,0.0,974.0,0.0
1.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,491.0,1.0
1.0,36.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,421.0,0.0
1.0,52.0,0.0,7.0,0.0,0.0,17.0,0.0,1.0,29.0,151.0,1.0
1.0,42.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,52.0,65.0,1.0
1.0,21.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,2.0,1097.0,0.0
1.0,29.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,918.0,0.0
