sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,32.0,0.0,10.0,0.0,0.0,2.0,1210.0,10.0,0.0,933.0,0.0
1.0,56.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1066.0,0.0
1.0,30.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,754.0,0.0
1.0,27.0,0.0,8.0,0.0,0.0,0.0,2.0,5.0,46.0,296.0,0.0
1.0,37.0,0.0,2.0,0.0,0.0,6.0,1.0,2.0,0.0,138.0,1.0
1.0,27.0,0.0,8.0,0.0,0.0,1.0,1.0,9.0,1.0,1061.0,0.0
1.0,,0.0,7.0,0.0,1.0,7.0,1.0,3.0,1.0,105.0,1.0
0.0,30.0,0.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,100.0,1.0
1.0,32.0,0.0,8.0,1.0,3.0,7.0,1.0,6.0,0.0,44.0,0.0
1.0,26.0,0.0,5.0,0.0,0.0,7.0,126.0,3.0,0.0,765.0,0.0
