sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,7.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0
1.0,21.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,129.0,0.0
1.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,1185.0,0.0
1.0,22.0,0.0,9.0,3.0,0.0,3.0,0.0,10.0,0.0,915.0,0.0
1.0,29.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1101.0,0.0
1.0,20.0,0.0,9.0,1.0,1.0,2.0,1.0,7.0,1.0,167.0,1.0
1.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,870.0,0.0
1.0,41.0,0.0,5.0,0.0,0.0,2.0,1.0,3.0,14.0,953.0,0.0
0.0,28.0,0.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,875.0,0.0
1.0,,0.0,6.0,0.0,0.0,1.0,1.0,5.0,21.0,115.0,0.0
