sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,30.0,0.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,95.0,1.0
0.0,22.0,0.0,6.0,0.0,0.0,1.0,23.0,7.0,0.0,554.0,0.0
1.0,,0.0,9.0,0.0,0.0,0.0,1.0,8.0,9.0,67.0,1.0
1.0,31.0,0.0,8.0,3.0,0.0,25.0,1.0,7.0,117.0,245.0,1.0
1.0,24.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,1.0,424.0,0.0
1.0,39.0,0.0,8.0,0.0,0.0,13.0,1.0,6.0,1.0,127.0,0.0
1.0,46.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,75.0,0.0
1.0,48.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,0.0,389.0,1.0
0.0,30.0,0.0,3.0,0.0,0.0,4.0,5.0,3.0,0.0,8.0,0.0
1.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,22.0,1087.0,0.0
