sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,58.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1040.0,0.0
1.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,228.0,0.0
1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,151.0,1.0
1.0,25.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,183.0,0.0
1.0,60.0,0.0,8.0,0.0,0.0,19.0,0.0,5.0,39.0,491.0,1.0
1.0,56.0,0.0,8.0,0.0,0.0,24.0,92.0,4.0,0.0,22.0,0.0
1.0,33.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,950.0,0.0
1.0,,0.0,9.0,1.0,0.0,9.0,1.0,9.0,87.0,569.0,1.0
1.0,47.0,0.0,7.0,0.0,0.0,15.0,60.0,2.0,0.0,1004.0,0.0
1.0,32.0,0.0,7.0,0.0,0.0,6.0,1.0,4.0,3.0,69.0,1.0
