sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,808.0,0.0
1.0,30.0,0.0,4.0,0.0,0.0,7.0,1.0,5.0,37.0,948.0,0.0
1.0,28.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,880.0,0.0
1.0,33.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,76.0,0.0
0.0,34.0,0.0,4.0,0.0,0.0,6.0,1.0,2.0,51.0,803.0,0.0
1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,833.0,0.0
1.0,59.0,0.0,7.0,0.0,0.0,10.0,1.0,4.0,126.0,426.0,1.0
1.0,29.0,0.0,5.0,0.0,0.0,5.0,1.0,3.0,1.0,21.0,1.0
1.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,638.0,0.0
1.0,48.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,128.0,299.0,1.0
