sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,21.0,0.0,8.0,0.0,0.0,0.0,1.0,7.0,6.0,285.0,1.0
1.0,63.0,0.0,6.0,0.0,0.0,1.0,347.0,2.0,0.0,1023.0,0.0
0.0,62.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,924.0,0.0
1.0,48.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,26.0,837.0,0.0
1.0,53.0,0.0,1.0,0.0,0.0,1.0,90.0,1.0,0.0,1108.0,0.0
1.0,62.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,432.0,1.0
1.0,,1.0,10.0,1.0,0.0,5.0,1.0,10.0,136.0,1181.0,0.0
1.0,,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,880.0,0.0
1.0,35.0,0.0,1.0,0.0,0.0,2.0,8.0,1.0,0.0,840.0,0.0
0.0,56.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,48.0,103.0,1.0
