sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,30.0,0.0,6.0,0.0,0.0,10.0,0.0,4.0,0.0,18.0,1.0
1.0,28.0,0.0,6.0,0.0,0.0,12.0,1.0,5.0,0.0,117.0,1.0
1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,62.0,1100.0,0.0
1.0,20.0,1.0,10.0,0.0,0.0,1.0,1.0,10.0,186.0,206.0,1.0
1.0,23.0,0.0,9.0,1.0,0.0,4.0,1.0,9.0,1.0,578.0,1.0
0.0,28.0,0.0,6.0,0.0,0.0,2.0,3.0,2.0,0.0,491.0,1.0
1.0,,0.0,9.0,0.0,0.0,3.0,1.0,4.0,33.0,103.0,1.0
1.0,35.0,0.0,5.0,0.0,0.0,3.0,0.0,4.0,1.0,256.0,1.0
1.0,22.0,0.0,9.0,0.0,0.0,1.0,1.0,7.0,5.0,75.0,0.0
0.0,41.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,791.0,0.0
