sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,27.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,437.0,0.0
0.0,27.0,0.0,5.0,0.0,0.0,2.0,822.0,4.0,0.0,994.0,0.0
1.0,41.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,860.0,0.0
1.0,60.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1065.0,0.0
1.0,23.0,0.0,8.0,0.0,0.0,1.0,1.0,8.0,4.0,1149.0,0.0
1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,876.0,0.0
1.0,30.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,303.0,0.0
0.0,20.0,0.0,5.0,0.0,0.0,1.0,41.0,6.0,0.0,912.0,0.0
0.0,20.0,0.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,238.0,0.0
1.0,48.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1110.0,0.0
