sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,30.0,0.0,7.0,0.0,0.0,3.0,1.0,7.0,205.0,1068.0,0.0
1.0,51.0,0.0,8.0,0.0,0.0,12.0,154.0,8.0,0.0,21.0,0.0
1.0,21.0,0.0,9.0,2.0,0.0,2.0,173.0,8.0,0.0,111.0,1.0
1.0,21.0,1.0,10.0,0.0,2.0,1.0,1.0,10.0,1.0,15.0,0.0
1.0,31.0,0.0,10.0,0.0,0.0,1.0,1.0,6.0,0.0,106.0,0.0
1.0,,0.0,7.0,0.0,0.0,2.0,1.0,7.0,3.0,160.0,1.0
1.0,,0.0,7.0,0.0,0.0,0.0,1.0,8.0,0.0,1129.0,0.0
1.0,32.0,0.0,4.0,0.0,0.0,4.0,1.0,2.0,0.0,636.0,1.0
1.0,28.0,0.0,6.0,0.0,0.0,11.0,1.0,5.0,1.0,252.0,1.0
1.0,50.0,1.0,10.0,0.0,0.0,16.0,68.0,7.0,0.0,228.0,1.0
