sex,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1.0,,0.0,5.0,0.0,0.0,5.0,1.0,4.0,2.0,455.0,1.0
0.0,21.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,746.0,0.0
1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,843.0,0.0
1.0,34.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,2.0,91.0,1.0
0.0,42.0,0.0,6.0,0.0,0.0,16.0,1.0,2.0,23.0,642.0,0.0
1.0,,0.0,9.0,2.0,1.0,3.0,1.0,6.0,0.0,134.0,1.0
1.0,69.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,37.0,0.0
0.0,49.0,0.0,1.0,0.0,0.0,1.0,27.0,1.0,0.0,962.0,0.0
0.0,24.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,1046.0,0.0
1.0,27.0,0.0,8.0,0.0,0.0,4.0,1.0,5.0,33.0,83.0,1.0
